name,DICE,AJI,AJI+,PQ,BF score,recall,precision,FDR,F1,TP,FP,FN
e3ade58d-086c-47fa-9120-76beacb45395,0.9464276156560668,0.7986397417727461,0.8095318331438306,0.8102528331696136,0.5431908413242248,0.9012345679012346,0.9012345679012346,0.09876543209876543,0.9012345679012346,73,8,8
e3c1442a-717f-41dd-bf97-81e1233ac9fa,0.9163345790800596,0.7347596483973399,0.7694493109027387,0.7822202917638277,0.39894941089056585,0.8769230769230769,0.9421487603305785,0.05785123966942149,0.9083665338645418,114,7,16
